cd_cidade;cidade;nome;favorabilidade;importancia;classificacaoAtor;tipoDocumento;tipoAtor;apelido
3205036;Vargem Alta;Câmara Municipal de Vargem Alta;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Vargem Alta
3205069;Venda Nova do Imigrante;Câmara Municipal de Venda Nova do Imigrante;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Venda Nova do Imigrante
3205101;Viana;Câmara Municipal de Viana;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Viana
3205150;Vila Pavão;Câmara Municipal de Vila Pavão;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Vila Pavão
3205176;Vila Valério;Câmara Municipal de Vila Valério;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Vila Valério
3205200;Vila Velha;Câmara Municipal de Vila Velha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Vila Velha
3205309;Vitória;Câmara Municipal de Vitória;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Vitória
3300100;Angra dos Reis;Câmara Municipal de Angra dos Reis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Angra dos Reis
3300159;Aperibé;Câmara Municipal de Aperibé;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Aperibé
3300209;Araruama;Câmara Municipal de Araruama;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Araruama
3300225;Areal;Câmara Municipal de Areal;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Areal
3300233;Armação dos Búzios;Câmara Municipal de Armação dos Búzios;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Armação dos Búzios
3300258;Arraial do Cabo;Câmara Municipal de Arraial do Cabo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Arraial do Cabo
3300308;Barra do Piraí;Câmara Municipal de Barra do Piraí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Barra do Piraí
3300407;Barra Mansa;Câmara Municipal de Barra Mansa;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Barra Mansa
3300456;Belford Roxo;Câmara Municipal de Belford Roxo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Belford Roxo
3300506;Bom Jardim;Câmara Municipal de Bom Jardim;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bom Jardim
3300605;Bom Jesus do Itabapoana;Câmara Municipal de Bom Jesus do Itabapoana;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bom Jesus do Itabapoana
3300704;Cabo Frio;Câmara Municipal de Cabo Frio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Cabo Frio
3300803;Cachoeiras de Macacu;Câmara Municipal de Cachoeiras de Macacu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Cachoeiras de Macacu
3300902;Cambuci;Câmara Municipal de Cambuci;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Cambuci
3301009;Campos dos Goytacazes;Câmara Municipal de Campos dos Goytacazes;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Campos dos Goytacazes
3301108;Cantagalo;Câmara Municipal de Cantagalo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Cantagalo
3300936;Carapebus;Câmara Municipal de Carapebus;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Carapebus
3301157;Cardoso Moreira;Câmara Municipal de Cardoso Moreira;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Cardoso Moreira
3301207;Carmo;Câmara Municipal de Carmo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Carmo
3301306;Casimiro de Abreu;Câmara Municipal de Casimiro de Abreu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Casimiro de Abreu
3300951;Comendador Levy Gasparian;Câmara Municipal de Comendador Levy Gasparian;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Comendador Levy Gasparian
3301405;Conceição de Macabu;Câmara Municipal de Conceição de Macabu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Conceição de Macabu
3301504;Cordeiro;Câmara Municipal de Cordeiro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Cordeiro
3301603;Duas Barras;Câmara Municipal de Duas Barras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Duas Barras
3301702;Duque de Caxias;Câmara Municipal de Duque de Caxias;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Duque de Caxias
3301801;Engenheiro Paulo de Frontin;Câmara Municipal de Engenheiro Paulo de Frontin;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Engenheiro Paulo de Frontin
3301850;Guapimirim;Câmara Municipal de Guapimirim;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Guapimirim
3301876;Iguaba Grande;Câmara Municipal de Iguaba Grande;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Iguaba Grande
3301900;Itaboraí;Câmara Municipal de Itaboraí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Itaboraí
3302007;Itaguaí;Câmara Municipal de Itaguaí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Itaguaí
3302056;Italva;Câmara Municipal de Italva;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Italva
3302106;Itaocara;Câmara Municipal de Itaocara;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Itaocara
3302205;Itaperuna;Câmara Municipal de Itaperuna;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Itaperuna
3302254;Itatiaia;Câmara Municipal de Itatiaia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Itatiaia
3302270;Japeri;Câmara Municipal de Japeri;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Japeri
3302304;Laje do Muriaé;Câmara Municipal de Laje do Muriaé;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Laje do Muriaé
3302403;Macaé;Câmara Municipal de Macaé;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Macaé
3302452;Macuco;Câmara Municipal de Macuco;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Macuco
3302502;Magé;Câmara Municipal de Magé;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Magé
3302601;Mangaratiba;Câmara Municipal de Mangaratiba;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Mangaratiba
3302700;Maricá;Câmara Municipal de Maricá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Maricá
3302809;Mendes;Câmara Municipal de Mendes;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Mendes
3302858;Mesquita;Câmara Municipal de Mesquita;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Mesquita
3302908;Miguel Pereira;Câmara Municipal de Miguel Pereira;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Miguel Pereira
3303005;Miracema;Câmara Municipal de Miracema;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Miracema
3303104;Natividade;Câmara Municipal de Natividade;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Natividade
3303203;Nilópolis;Câmara Municipal de Nilópolis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Nilópolis
3303302;Niterói;Câmara Municipal de Niterói;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Niterói
3303401;Nova Friburgo;Câmara Municipal de Nova Friburgo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Nova Friburgo
3303500;Nova Iguaçu;Câmara Municipal de Nova Iguaçu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Nova Iguaçu
3303609;Paracambi;Câmara Municipal de Paracambi;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Paracambi
3303708;Paraíba do Sul;Câmara Municipal de Paraíba do Sul;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Paraíba do Sul
3303807;Paraty;Câmara Municipal de Paraty;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Paraty
3303856;Paty do Alferes;Câmara Municipal de Paty do Alferes;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Paty do Alferes
3303906;Petrópolis;Câmara Municipal de Petrópolis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Petrópolis
3303955;Pinheiral;Câmara Municipal de Pinheiral;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Pinheiral
3304003;Piraí;Câmara Municipal de Piraí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Piraí
3304102;Porciúncula;Câmara Municipal de Porciúncula;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Porciúncula
3304110;Porto Real;Câmara Municipal de Porto Real;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Porto Real
3304128;Quatis;Câmara Municipal de Quatis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Quatis
3304144;Queimados;Câmara Municipal de Queimados;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Queimados
3304151;Quissamã;Câmara Municipal de Quissamã;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Quissamã
3304201;Resende;Câmara Municipal de Resende;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Resende
3304300;Rio Bonito;Câmara Municipal de Rio Bonito;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Rio Bonito
3304409;Rio Claro;Câmara Municipal de Rio Claro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Rio Claro
3304508;Rio das Flores;Câmara Municipal de Rio das Flores;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Rio das Flores
3304524;Rio das Ostras;Câmara Municipal de Rio das Ostras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Rio das Ostras
3304557;Rio de Janeiro;Câmara Municipal de Rio de Janeiro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Rio de Janeiro
3304607;Santa Maria Madalena;Câmara Municipal de Santa Maria Madalena;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santa Maria Madalena
3304706;Santo Antônio de Pádua;Câmara Municipal de Santo Antônio de Pádua;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santo Antônio de Pádua
3304805;São Fidélis;Câmara Municipal de São Fidélis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Fidélis
3304755;São Francisco de Itabapoana;Câmara Municipal de São Francisco de Itabapoana;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Francisco de Itabapoana
3304904;São Gonçalo;Câmara Municipal de São Gonçalo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Gonçalo
3305000;São João da Barra;Câmara Municipal de São João da Barra;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São João da Barra
3305109;São João de Meriti;Câmara Municipal de São João de Meriti;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São João de Meriti
3305133;São José de Ubá;Câmara Municipal de São José de Ubá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São José de Ubá
3305158;São José do Vale do Rio Preto;Câmara Municipal de São José do Vale do Rio Preto;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São José do Vale do Rio Preto
3305208;São Pedro da Aldeia;Câmara Municipal de São Pedro da Aldeia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Pedro da Aldeia
3305307;São Sebastião do Alto;Câmara Municipal de São Sebastião do Alto;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Sebastião do Alto
3305406;Sapucaia;Câmara Municipal de Sapucaia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Sapucaia
3305505;Saquarema;Câmara Municipal de Saquarema;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Saquarema
3305554;Seropédica;Câmara Municipal de Seropédica;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Seropédica
3305604;Silva Jardim;Câmara Municipal de Silva Jardim;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Silva Jardim
3305703;Sumidouro;Câmara Municipal de Sumidouro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Sumidouro
3305752;Tanguá;Câmara Municipal de Tanguá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Tanguá
3305802;Teresópolis;Câmara Municipal de Teresópolis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Teresópolis
3305901;Trajano de Moraes;Câmara Municipal de Trajano de Moraes;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Trajano de Moraes
3306008;Três Rios;Câmara Municipal de Três Rios;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Três Rios
3306107;Valença;Câmara Municipal de Valença;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Valença
3306156;Varre-Sai;Câmara Municipal de Varre-Sai;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Varre-Sai
3306206;Vassouras;Câmara Municipal de Vassouras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Vassouras
3306305;Volta Redonda;Câmara Municipal de Volta Redonda;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Volta Redonda
3500105;Adamantina;Câmara Municipal de Adamantina;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Adamantina
3500204;Adolfo;Câmara Municipal de Adolfo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Adolfo
3500303;Aguaí;Câmara Municipal de Aguaí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Aguaí
3500402;Águas da Prata;Câmara Municipal de Águas da Prata;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Águas da Prata
3500501;Águas de Lindóia;Câmara Municipal de Águas de Lindóia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Águas de Lindóia
3500550;Águas de Santa Bárbara;Câmara Municipal de Águas de Santa Bárbara;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Águas de Santa Bárbara
3500600;Águas de São Pedro;Câmara Municipal de Águas de São Pedro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Águas de São Pedro
3500709;Agudos;Câmara Municipal de Agudos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Agudos
3500758;Alambari;Câmara Municipal de Alambari;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Alambari
3500808;Alfredo Marcondes;Câmara Municipal de Alfredo Marcondes;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Alfredo Marcondes
3500907;Altair;Câmara Municipal de Altair;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Altair
3501004;Altinópolis;Câmara Municipal de Altinópolis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Altinópolis
3501103;Alto Alegre;Câmara Municipal de Alto Alegre;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Alto Alegre
3501152;Alumínio;Câmara Municipal de Alumínio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Alumínio
3501202;Álvares Florence;Câmara Municipal de Álvares Florence;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Álvares Florence
3501301;Álvares Machado;Câmara Municipal de Álvares Machado;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Álvares Machado
3501400;Álvaro de Carvalho;Câmara Municipal de Álvaro de Carvalho;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Álvaro de Carvalho
3501509;Alvinlândia;Câmara Municipal de Alvinlândia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Alvinlândia
3501608;Americana;Câmara Municipal de Americana;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Americana
3501707;Américo Brasiliense;Câmara Municipal de Américo Brasiliense;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Américo Brasiliense
3501806;Américo de Campos;Câmara Municipal de Américo de Campos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Américo de Campos
3501905;Amparo;Câmara Municipal de Amparo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Amparo
3502002;Analândia;Câmara Municipal de Analândia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Analândia
3502101;Andradina;Câmara Municipal de Andradina;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Andradina
3502200;Angatuba;Câmara Municipal de Angatuba;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Angatuba
3502309;Anhembi;Câmara Municipal de Anhembi;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Anhembi
3502408;Anhumas;Câmara Municipal de Anhumas;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Anhumas
3502507;Aparecida;Câmara Municipal de Aparecida;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Aparecida
3502606;Aparecida d'Oeste;Câmara Municipal de Aparecida d'Oeste;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Aparecida d'Oeste
3502705;Apiaí;Câmara Municipal de Apiaí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Apiaí
3502754;Araçariguama;Câmara Municipal de Araçariguama;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Araçariguama
3502804;Araçatuba;Câmara Municipal de Araçatuba;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Araçatuba
3502903;Araçoiaba da Serra;Câmara Municipal de Araçoiaba da Serra;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Araçoiaba da Serra
3503000;Aramina;Câmara Municipal de Aramina;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Aramina
3503109;Arandu;Câmara Municipal de Arandu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Arandu
3503158;Arapeí;Câmara Municipal de Arapeí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Arapeí
3503208;Araraquara;Câmara Municipal de Araraquara;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Araraquara
3503307;Araras;Câmara Municipal de Araras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Araras
3503356;Arco-Íris;Câmara Municipal de Arco-Íris;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Arco-Íris
3503406;Arealva;Câmara Municipal de Arealva;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Arealva
3503505;Areias;Câmara Municipal de Areias;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Areias
3503604;Areiópolis;Câmara Municipal de Areiópolis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Areiópolis
3503703;Ariranha;Câmara Municipal de Ariranha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Ariranha
3503802;Artur Nogueira;Câmara Municipal de Artur Nogueira;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Artur Nogueira
3503901;Arujá;Câmara Municipal de Arujá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Arujá
3503950;Aspásia;Câmara Municipal de Aspásia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Aspásia
3504008;Assis;Câmara Municipal de Assis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Assis
3504107;Atibaia;Câmara Municipal de Atibaia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Atibaia
3504206;Auriflama;Câmara Municipal de Auriflama;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Auriflama
3504305;Avaí;Câmara Municipal de Avaí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Avaí
3504404;Avanhandava;Câmara Municipal de Avanhandava;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Avanhandava
3504503;Avaré;Câmara Municipal de Avaré;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Avaré
3504602;Bady Bassitt;Câmara Municipal de Bady Bassitt;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bady Bassitt
3504701;Balbinos;Câmara Municipal de Balbinos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Balbinos
3504800;Bálsamo;Câmara Municipal de Bálsamo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bálsamo
3504909;Bananal;Câmara Municipal de Bananal;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bananal
3505005;Barão de Antonina;Câmara Municipal de Barão de Antonina;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Barão de Antonina
3505104;Barbosa;Câmara Municipal de Barbosa;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Barbosa
3505203;Bariri;Câmara Municipal de Bariri;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bariri
3505302;Barra Bonita;Câmara Municipal de Barra Bonita;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Barra Bonita
3505351;Barra do Chapéu;Câmara Municipal de Barra do Chapéu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Barra do Chapéu
3505401;Barra do Turvo;Câmara Municipal de Barra do Turvo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Barra do Turvo
3505500;Barretos;Câmara Municipal de Barretos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Barretos
3505609;Barrinha;Câmara Municipal de Barrinha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Barrinha
3505708;Barueri;Câmara Municipal de Barueri;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Barueri
3505807;Bastos;Câmara Municipal de Bastos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bastos
3505906;Batatais;Câmara Municipal de Batatais;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Batatais
3506003;Bauru;Câmara Municipal de Bauru;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bauru
3506102;Bebedouro;Câmara Municipal de Bebedouro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bebedouro
3506201;Bento de Abreu;Câmara Municipal de Bento de Abreu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bento de Abreu
3506300;Bernardino de Campos;Câmara Municipal de Bernardino de Campos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bernardino de Campos
3506359;Bertioga;Câmara Municipal de Bertioga;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bertioga
3506409;Bilac;Câmara Municipal de Bilac;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Bilac
