cd_cidade;cidade;nome;favorabilidade;importancia;classificacaoAtor;tipoDocumento;tipoAtor;apelido
2202711;Cocal de Telha;Câmara Municipal de Cocal de Telha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Cocal de Telha
2202729;Cocal dos Alves;Câmara Municipal de Cocal dos Alves;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Cocal dos Alves
2202737;Coivaras;Câmara Municipal de Coivaras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Coivaras
2202752;Colônia do Gurguéia;Câmara Municipal de Colônia do Gurguéia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Colônia do Gurguéia
2202778;Colônia do Piauí;Câmara Municipal de Colônia do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Colônia do Piauí
2202802;Conceição do Canindé;Câmara Municipal de Conceição do Canindé;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Conceição do Canindé
2202851;Coronel José Dias;Câmara Municipal de Coronel José Dias;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Coronel José Dias
2202901;Corrente;Câmara Municipal de Corrente;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Corrente
2203008;Cristalândia do Piauí;Câmara Municipal de Cristalândia do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Cristalândia do Piauí
2203107;Cristino Castro;Câmara Municipal de Cristino Castro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Cristino Castro
2203206;Curimatá;Câmara Municipal de Curimatá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Curimatá
2203230;Currais;Câmara Municipal de Currais;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Currais
2203271;Curral Novo do Piauí;Câmara Municipal de Curral Novo do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Curral Novo do Piauí
2203255;Curralinhos;Câmara Municipal de Curralinhos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Curralinhos
2203305;Demerval Lobão;Câmara Municipal de Demerval Lobão;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Demerval Lobão
2203354;Dirceu Arcoverde;Câmara Municipal de Dirceu Arcoverde;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Dirceu Arcoverde
2203404;Dom Expedito Lopes;Câmara Municipal de Dom Expedito Lopes;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Dom Expedito Lopes
2203453;Dom Inocêncio;Câmara Municipal de Dom Inocêncio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Dom Inocêncio
2203420;Domingos Mourão;Câmara Municipal de Domingos Mourão;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Domingos Mourão
2203503;Elesbão Veloso;Câmara Municipal de Elesbão Veloso;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Elesbão Veloso
2203602;Eliseu Martins;Câmara Municipal de Eliseu Martins;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Eliseu Martins
2203701;Esperantina;Câmara Municipal de Esperantina;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Esperantina
2203750;Fartura do Piauí;Câmara Municipal de Fartura do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Fartura do Piauí
2203800;Flores do Piauí;Câmara Municipal de Flores do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Flores do Piauí
2203859;Floresta do Piauí;Câmara Municipal de Floresta do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Floresta do Piauí
2203909;Floriano;Câmara Municipal de Floriano;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Floriano
2204006;Francinópolis;Câmara Municipal de Francinópolis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Francinópolis
2204105;Francisco Ayres;Câmara Municipal de Francisco Ayres;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Francisco Ayres
2204154;Francisco Macedo;Câmara Municipal de Francisco Macedo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Francisco Macedo
2204204;Francisco Santos;Câmara Municipal de Francisco Santos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Francisco Santos
2204303;Fronteiras;Câmara Municipal de Fronteiras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Fronteiras
2204352;Geminiano;Câmara Municipal de Geminiano;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Geminiano
2204402;Gilbués;Câmara Municipal de Gilbués;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Gilbués
2204501;Guadalupe;Câmara Municipal de Guadalupe;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Guadalupe
2204550;Guaribas;Câmara Municipal de Guaribas;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Guaribas
2204600;Hugo Napoleão;Câmara Municipal de Hugo Napoleão;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Hugo Napoleão
2204659;Ilha Grande;Câmara Municipal de Ilha Grande;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Ilha Grande
2204709;Inhuma;Câmara Municipal de Inhuma;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Inhuma
2204808;Ipiranga do Piauí;Câmara Municipal de Ipiranga do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Ipiranga do Piauí
2204907;Isaías Coelho;Câmara Municipal de Isaías Coelho;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Isaías Coelho
2205003;Itainópolis;Câmara Municipal de Itainópolis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Itainópolis
2205102;Itaueira;Câmara Municipal de Itaueira;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Itaueira
2205151;Jacobina do Piauí;Câmara Municipal de Jacobina do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Jacobina do Piauí
2205201;Jaicós;Câmara Municipal de Jaicós;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Jaicós
2205250;Jardim do Mulato;Câmara Municipal de Jardim do Mulato;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Jardim do Mulato
2205276;Jatobá do Piauí;Câmara Municipal de Jatobá do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Jatobá do Piauí
2205300;Jerumenha;Câmara Municipal de Jerumenha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Jerumenha
2205359;João Costa;Câmara Municipal de João Costa;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de João Costa
2205409;Joaquim Pires;Câmara Municipal de Joaquim Pires;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Joaquim Pires
2205458;Joca Marques;Câmara Municipal de Joca Marques;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Joca Marques
2205508;José de Freitas;Câmara Municipal de José de Freitas;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de José de Freitas
2205516;Juazeiro do Piauí;Câmara Municipal de Juazeiro do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Juazeiro do Piauí
2205524;Júlio Borges;Câmara Municipal de Júlio Borges;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Júlio Borges
2205532;Jurema;Câmara Municipal de Jurema;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Jurema
2205557;Lagoa Alegre;Câmara Municipal de Lagoa Alegre;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Lagoa Alegre
2205573;Lagoa de São Francisco;Câmara Municipal de Lagoa de São Francisco;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Lagoa de São Francisco
2205565;Lagoa do Barro do Piauí;Câmara Municipal de Lagoa do Barro do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Lagoa do Barro do Piauí
2205581;Lagoa do Piauí;Câmara Municipal de Lagoa do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Lagoa do Piauí
2205599;Lagoa do Sítio;Câmara Municipal de Lagoa do Sítio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Lagoa do Sítio
2205540;Lagoinha do Piauí;Câmara Municipal de Lagoinha do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Lagoinha do Piauí
2205607;Landri Sales;Câmara Municipal de Landri Sales;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Landri Sales
2205706;Luís Correia;Câmara Municipal de Luís Correia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Luís Correia
2205805;Luzilândia;Câmara Municipal de Luzilândia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Luzilândia
2205854;Madeiro;Câmara Municipal de Madeiro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Madeiro
2205904;Manoel Emídio;Câmara Municipal de Manoel Emídio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Manoel Emídio
2205953;Marcolândia;Câmara Municipal de Marcolândia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Marcolândia
2206001;Marcos Parente;Câmara Municipal de Marcos Parente;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Marcos Parente
2206050;Massapê do Piauí;Câmara Municipal de Massapê do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Massapê do Piauí
2206100;Matias Olímpio;Câmara Municipal de Matias Olímpio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Matias Olímpio
2206209;Miguel Alves;Câmara Municipal de Miguel Alves;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Miguel Alves
2206308;Miguel Leão;Câmara Municipal de Miguel Leão;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Miguel Leão
2206357;Milton Brandão;Câmara Municipal de Milton Brandão;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Milton Brandão
2206407;Monsenhor Gil;Câmara Municipal de Monsenhor Gil;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Monsenhor Gil
2206506;Monsenhor Hipólito;Câmara Municipal de Monsenhor Hipólito;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Monsenhor Hipólito
2206605;Monte Alegre do Piauí;Câmara Municipal de Monte Alegre do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Monte Alegre do Piauí
2206654;Morro Cabeça no Tempo;Câmara Municipal de Morro Cabeça no Tempo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Morro Cabeça no Tempo
2206670;Morro do Chapéu do Piauí;Câmara Municipal de Morro do Chapéu do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Morro do Chapéu do Piauí
2206696;Murici dos Portelas;Câmara Municipal de Murici dos Portelas;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Murici dos Portelas
2206704;Nazaré do Piauí;Câmara Municipal de Nazaré do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Nazaré do Piauí
2206720;Nazária;Câmara Municipal de Nazária;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Nazária
2206753;Nossa Senhora de Nazaré;Câmara Municipal de Nossa Senhora de Nazaré;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Nossa Senhora de Nazaré
2206803;Nossa Senhora dos Remédios;Câmara Municipal de Nossa Senhora dos Remédios;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Nossa Senhora dos Remédios
2207959;Nova Santa Rita;Câmara Municipal de Nova Santa Rita;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Nova Santa Rita
2206902;Novo Oriente do Piauí;Câmara Municipal de Novo Oriente do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Novo Oriente do Piauí
2206951;Novo Santo Antônio;Câmara Municipal de Novo Santo Antônio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Novo Santo Antônio
2207009;Oeiras;Câmara Municipal de Oeiras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Oeiras
2207108;Olho D'Água do Piauí;Câmara Municipal de Olho D'Água do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Olho D'Água do Piauí
2207207;Padre Marcos;Câmara Municipal de Padre Marcos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Padre Marcos
2207306;Paes Landim;Câmara Municipal de Paes Landim;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Paes Landim
2207355;Pajeú do Piauí;Câmara Municipal de Pajeú do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Pajeú do Piauí
2207405;Palmeira do Piauí;Câmara Municipal de Palmeira do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Palmeira do Piauí
2207504;Palmeirais;Câmara Municipal de Palmeirais;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Palmeirais
2207553;Paquetá;Câmara Municipal de Paquetá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Paquetá
2207603;Parnaguá;Câmara Municipal de Parnaguá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Parnaguá
2207702;Parnaíba;Câmara Municipal de Parnaíba;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Parnaíba
2207751;Passagem Franca do Piauí;Câmara Municipal de Passagem Franca do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Passagem Franca do Piauí
2207777;Patos do Piauí;Câmara Municipal de Patos do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Patos do Piauí
2207793;Pau D'Arco do Piauí;Câmara Municipal de Pau D'Arco do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Pau D'Arco do Piauí
2207801;Paulistana;Câmara Municipal de Paulistana;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Paulistana
2207850;Pavussu;Câmara Municipal de Pavussu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Pavussu
2207900;Pedro II;Câmara Municipal de Pedro II;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Pedro II
2207934;Pedro Laurentino;Câmara Municipal de Pedro Laurentino;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Pedro Laurentino
2208007;Picos;Câmara Municipal de Picos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Picos
2208106;Pimenteiras;Câmara Municipal de Pimenteiras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Pimenteiras
2208205;Pio IX;Câmara Municipal de Pio IX;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Pio IX
2208304;Piracuruca;Câmara Municipal de Piracuruca;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Piracuruca
2208403;Piripiri;Câmara Municipal de Piripiri;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Piripiri
2208502;Porto;Câmara Municipal de Porto;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Porto
2208551;Porto Alegre do Piauí;Câmara Municipal de Porto Alegre do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Porto Alegre do Piauí
2208601;Prata do Piauí;Câmara Municipal de Prata do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Prata do Piauí
2208650;Queimada Nova;Câmara Municipal de Queimada Nova;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Queimada Nova
2208700;Redenção do Gurguéia;Câmara Municipal de Redenção do Gurguéia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Redenção do Gurguéia
2208809;Regeneração;Câmara Municipal de Regeneração;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Regeneração
2208858;Riacho Frio;Câmara Municipal de Riacho Frio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Riacho Frio
2208874;Ribeira do Piauí;Câmara Municipal de Ribeira do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Ribeira do Piauí
2208908;Ribeiro Gonçalves;Câmara Municipal de Ribeiro Gonçalves;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Ribeiro Gonçalves
2209005;Rio Grande do Piauí;Câmara Municipal de Rio Grande do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Rio Grande do Piauí
2209104;Santa Cruz do Piauí;Câmara Municipal de Santa Cruz do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santa Cruz do Piauí
2209153;Santa Cruz dos Milagres;Câmara Municipal de Santa Cruz dos Milagres;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santa Cruz dos Milagres
2209203;Santa Filomena;Câmara Municipal de Santa Filomena;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santa Filomena
2209302;Santa Luz;Câmara Municipal de Santa Luz;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santa Luz
2209377;Santa Rosa do Piauí;Câmara Municipal de Santa Rosa do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santa Rosa do Piauí
2209351;Santana do Piauí;Câmara Municipal de Santana do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santana do Piauí
2209401;Santo Antônio de Lisboa;Câmara Municipal de Santo Antônio de Lisboa;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santo Antônio de Lisboa
2209450;Santo Antônio dos Milagres;Câmara Municipal de Santo Antônio dos Milagres;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santo Antônio dos Milagres
2209500;Santo Inácio do Piauí;Câmara Municipal de Santo Inácio do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Santo Inácio do Piauí
2209559;São Braz do Piauí;Câmara Municipal de São Braz do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Braz do Piauí
2209609;São Félix do Piauí;Câmara Municipal de São Félix do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Félix do Piauí
2209658;São Francisco de Assis do Piauí;Câmara Municipal de São Francisco de Assis do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Francisco de Assis do Piauí
2209708;São Francisco do Piauí;Câmara Municipal de São Francisco do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Francisco do Piauí
2209757;São Gonçalo do Gurguéia;Câmara Municipal de São Gonçalo do Gurguéia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Gonçalo do Gurguéia
2209807;São Gonçalo do Piauí;Câmara Municipal de São Gonçalo do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Gonçalo do Piauí
2209856;São João da Canabrava;Câmara Municipal de São João da Canabrava;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São João da Canabrava
2209872;São João da Fronteira;Câmara Municipal de São João da Fronteira;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São João da Fronteira
2209906;São João da Serra;Câmara Municipal de São João da Serra;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São João da Serra
2209955;São João da Varjota;Câmara Municipal de São João da Varjota;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São João da Varjota
2209971;São João do Arraial;Câmara Municipal de São João do Arraial;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São João do Arraial
2210003;São João do Piauí;Câmara Municipal de São João do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São João do Piauí
2210052;São José do Divino;Câmara Municipal de São José do Divino;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São José do Divino
2210102;São José do Peixe;Câmara Municipal de São José do Peixe;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São José do Peixe
2210201;São José do Piauí;Câmara Municipal de São José do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São José do Piauí
2210300;São Julião;Câmara Municipal de São Julião;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Julião
2210359;São Lourenço do Piauí;Câmara Municipal de São Lourenço do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Lourenço do Piauí
2210375;São Luis do Piauí;Câmara Municipal de São Luis do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Luis do Piauí
2210383;São Miguel da Baixa Grande;Câmara Municipal de São Miguel da Baixa Grande;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Miguel da Baixa Grande
2210391;São Miguel do Fidalgo;Câmara Municipal de São Miguel do Fidalgo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Miguel do Fidalgo
2210409;São Miguel do Tapuio;Câmara Municipal de São Miguel do Tapuio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Miguel do Tapuio
2210508;São Pedro do Piauí;Câmara Municipal de São Pedro do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Pedro do Piauí
2210607;São Raimundo Nonato;Câmara Municipal de São Raimundo Nonato;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de São Raimundo Nonato
2210623;Sebastião Barros;Câmara Municipal de Sebastião Barros;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Sebastião Barros
2210631;Sebastião Leal;Câmara Municipal de Sebastião Leal;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Sebastião Leal
2210656;Sigefredo Pacheco;Câmara Municipal de Sigefredo Pacheco;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Sigefredo Pacheco
2210706;Simões;Câmara Municipal de Simões;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Simões
2210805;Simplício Mendes;Câmara Municipal de Simplício Mendes;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Simplício Mendes
2210904;Socorro do Piauí;Câmara Municipal de Socorro do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Socorro do Piauí
2210938;Sussuapara;Câmara Municipal de Sussuapara;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Sussuapara
2210953;Tamboril do Piauí;Câmara Municipal de Tamboril do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Tamboril do Piauí
2210979;Tanque do Piauí;Câmara Municipal de Tanque do Piauí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Tanque do Piauí
2211001;Teresina;Câmara Municipal de Teresina;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Teresina
2211100;União;Câmara Municipal de União;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de União
2211209;Uruçuí;Câmara Municipal de Uruçuí;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;C.M de Uruçuí
