cd_cidade;cidade;nome;favorabilidade;importancia;classificacaoAtor;tipoDocumento;tipoAtor;apelido
2609154;Manari;Prefeitura de Manari;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Manari
2609204;Maraial;Prefeitura de Maraial;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Maraial
2609303;Mirandiba;Prefeitura de Mirandiba;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Mirandiba
2614303;Moreilândia;Prefeitura de Moreilândia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Moreilândia
2609402;Moreno;Prefeitura de Moreno;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Moreno
2609501;Nazaré da Mata;Prefeitura de Nazaré da Mata;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Nazaré da Mata
2609600;Olinda;Prefeitura de Olinda;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Olinda
2609709;Orobó;Prefeitura de Orobó;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Orobó
2609808;Orocó;Prefeitura de Orocó;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Orocó
2609907;Ouricuri;Prefeitura de Ouricuri;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Ouricuri
2610004;Palmares;Prefeitura de Palmares;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Palmares
2610103;Palmeirina;Prefeitura de Palmeirina;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Palmeirina
2610202;Panelas;Prefeitura de Panelas;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Panelas
2610301;Paranatama;Prefeitura de Paranatama;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Paranatama
2610400;Parnamirim;Prefeitura de Parnamirim;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Parnamirim
2610509;Passira;Prefeitura de Passira;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Passira
2610608;Paudalho;Prefeitura de Paudalho;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Paudalho
2610707;Paulista;Prefeitura de Paulista;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Paulista
2610806;Pedra;Prefeitura de Pedra;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Pedra
2610905;Pesqueira;Prefeitura de Pesqueira;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Pesqueira
2611002;Petrolândia;Prefeitura de Petrolândia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Petrolândia
2611101;Petrolina;Prefeitura de Petrolina;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Petrolina
2611200;Poção;Prefeitura de Poção;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Poção
2611309;Pombos;Prefeitura de Pombos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Pombos
2611408;Primavera;Prefeitura de Primavera;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Primavera
2611507;Quipapá;Prefeitura de Quipapá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Quipapá
2611533;Quixaba;Prefeitura de Quixaba;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Quixaba
2611606;Recife;Prefeitura de Recife;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Recife
2611705;Riacho das Almas;Prefeitura de Riacho das Almas;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Riacho das Almas
2611804;Ribeirão;Prefeitura de Ribeirão;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Ribeirão
2611903;Rio Formoso;Prefeitura de Rio Formoso;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Rio Formoso
2612000;Sairé;Prefeitura de Sairé;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Sairé
2612109;Salgadinho;Prefeitura de Salgadinho;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Salgadinho
2612208;Salgueiro;Prefeitura de Salgueiro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Salgueiro
2612307;Saloá;Prefeitura de Saloá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Saloá
2612406;Sanharó;Prefeitura de Sanharó;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Sanharó
2612455;Santa Cruz;Prefeitura de Santa Cruz;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Santa Cruz
2612471;Santa Cruz da Baixa Verde;Prefeitura de Santa Cruz da Baixa Verde;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Santa Cruz da Baixa Verde
2612505;Santa Cruz do Capibaribe;Prefeitura de Santa Cruz do Capibaribe;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Santa Cruz do Capibaribe
2612554;Santa Filomena;Prefeitura de Santa Filomena;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Santa Filomena
2612604;Santa Maria da Boa Vista;Prefeitura de Santa Maria da Boa Vista;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Santa Maria da Boa Vista
2612703;Santa Maria do Cambucá;Prefeitura de Santa Maria do Cambucá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Santa Maria do Cambucá
2612802;Santa Terezinha;Prefeitura de Santa Terezinha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Santa Terezinha
2612901;São Benedito do Sul;Prefeitura de São Benedito do Sul;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Benedito do Sul
2613008;São Bento do Una;Prefeitura de São Bento do Una;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Bento do Una
2613107;São Caitano;Prefeitura de São Caitano;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Caitano
2613206;São João;Prefeitura de São João;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São João
2613305;São Joaquim do Monte;Prefeitura de São Joaquim do Monte;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Joaquim do Monte
2613404;São José da Coroa Grande;Prefeitura de São José da Coroa Grande;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São José da Coroa Grande
2613503;São José do Belmonte;Prefeitura de São José do Belmonte;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São José do Belmonte
2613602;São José do Egito;Prefeitura de São José do Egito;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São José do Egito
2613701;São Lourenço da Mata;Prefeitura de São Lourenço da Mata;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Lourenço da Mata
2613800;São Vicente Férrer;Prefeitura de São Vicente Férrer;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Vicente Férrer
2613909;Serra Talhada;Prefeitura de Serra Talhada;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Serra Talhada
2614006;Serrita;Prefeitura de Serrita;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Serrita
2614105;Sertânia;Prefeitura de Sertânia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Sertânia
2614204;Sirinhaém;Prefeitura de Sirinhaém;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Sirinhaém
2614402;Solidão;Prefeitura de Solidão;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Solidão
2614501;Surubim;Prefeitura de Surubim;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Surubim
2614600;Tabira;Prefeitura de Tabira;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Tabira
2614709;Tacaimbó;Prefeitura de Tacaimbó;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Tacaimbó
2614808;Tacaratu;Prefeitura de Tacaratu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Tacaratu
2614857;Tamandaré;Prefeitura de Tamandaré;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Tamandaré
2615003;Taquaritinga do Norte;Prefeitura de Taquaritinga do Norte;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Taquaritinga do Norte
2615102;Terezinha;Prefeitura de Terezinha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Terezinha
2615201;Terra Nova;Prefeitura de Terra Nova;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Terra Nova
2615300;Timbaúba;Prefeitura de Timbaúba;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Timbaúba
2615409;Toritama;Prefeitura de Toritama;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Toritama
2615508;Tracunhaém;Prefeitura de Tracunhaém;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Tracunhaém
2615607;Trindade;Prefeitura de Trindade;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Trindade
2615706;Triunfo;Prefeitura de Triunfo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Triunfo
2615805;Tupanatinga;Prefeitura de Tupanatinga;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Tupanatinga
2615904;Tuparetama;Prefeitura de Tuparetama;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Tuparetama
2616001;Venturosa;Prefeitura de Venturosa;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Venturosa
2616100;Verdejante;Prefeitura de Verdejante;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Verdejante
2616183;Vertente do Lério;Prefeitura de Vertente do Lério;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Vertente do Lério
2616209;Vertentes;Prefeitura de Vertentes;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Vertentes
2616308;Vicência;Prefeitura de Vicência;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Vicência
2616407;Vitória de Santo Antão;Prefeitura de Vitória de Santo Antão;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Vitória de Santo Antão
2616506;Xexéu;Prefeitura de Xexéu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Xexéu
2700102;Água Branca;Prefeitura de Água Branca;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Água Branca
2700201;Anadia;Prefeitura de Anadia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Anadia
2700300;Arapiraca;Prefeitura de Arapiraca;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Arapiraca
2700409;Atalaia;Prefeitura de Atalaia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Atalaia
2700508;Barra de Santo Antônio;Prefeitura de Barra de Santo Antônio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Barra de Santo Antônio
2700607;Barra de São Miguel;Prefeitura de Barra de São Miguel;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Barra de São Miguel
2700706;Batalha;Prefeitura de Batalha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Batalha
2700805;Belém;Prefeitura de Belém;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Belém
2700904;Belo Monte;Prefeitura de Belo Monte;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Belo Monte
2701001;Boca da Mata;Prefeitura de Boca da Mata;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Boca da Mata
2701100;Branquinha;Prefeitura de Branquinha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Branquinha
2701209;Cacimbinhas;Prefeitura de Cacimbinhas;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Cacimbinhas
2701308;Cajueiro;Prefeitura de Cajueiro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Cajueiro
2701357;Campestre;Prefeitura de Campestre;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Campestre
2701407;Campo Alegre;Prefeitura de Campo Alegre;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Campo Alegre
2701506;Campo Grande;Prefeitura de Campo Grande;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Campo Grande
2701605;Canapi;Prefeitura de Canapi;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Canapi
2701704;Capela;Prefeitura de Capela;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Capela
2701803;Carneiros;Prefeitura de Carneiros;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Carneiros
2701902;Chã Preta;Prefeitura de Chã Preta;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Chã Preta
2702009;Coité do Nóia;Prefeitura de Coité do Nóia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Coité do Nóia
2702108;Colônia Leopoldina;Prefeitura de Colônia Leopoldina;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Colônia Leopoldina
2702207;Coqueiro Seco;Prefeitura de Coqueiro Seco;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Coqueiro Seco
2702306;Coruripe;Prefeitura de Coruripe;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Coruripe
2702355;Craíbas;Prefeitura de Craíbas;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Craíbas
2702405;Delmiro Gouveia;Prefeitura de Delmiro Gouveia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Delmiro Gouveia
2702504;Dois Riachos;Prefeitura de Dois Riachos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Dois Riachos
2702553;Estrela de Alagoas;Prefeitura de Estrela de Alagoas;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Estrela de Alagoas
2702603;Feira Grande;Prefeitura de Feira Grande;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Feira Grande
2702702;Feliz Deserto;Prefeitura de Feliz Deserto;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Feliz Deserto
2702801;Flexeiras;Prefeitura de Flexeiras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Flexeiras
2702900;Girau do Ponciano;Prefeitura de Girau do Ponciano;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Girau do Ponciano
2703007;Ibateguara;Prefeitura de Ibateguara;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Ibateguara
2703106;Igaci;Prefeitura de Igaci;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Igaci
2703205;Igreja Nova;Prefeitura de Igreja Nova;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Igreja Nova
2703304;Inhapi;Prefeitura de Inhapi;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Inhapi
2703403;Jacaré dos Homens;Prefeitura de Jacaré dos Homens;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Jacaré dos Homens
2703502;Jacuípe;Prefeitura de Jacuípe;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Jacuípe
2703601;Japaratinga;Prefeitura de Japaratinga;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Japaratinga
2703700;Jaramataia;Prefeitura de Jaramataia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Jaramataia
2703759;Jequiá da Praia;Prefeitura de Jequiá da Praia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Jequiá da Praia
2703809;Joaquim Gomes;Prefeitura de Joaquim Gomes;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Joaquim Gomes
2703908;Jundiá;Prefeitura de Jundiá;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Jundiá
2704005;Junqueiro;Prefeitura de Junqueiro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Junqueiro
2704104;Lagoa da Canoa;Prefeitura de Lagoa da Canoa;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Lagoa da Canoa
2704203;Limoeiro de Anadia;Prefeitura de Limoeiro de Anadia;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Limoeiro de Anadia
2704302;Maceió;Prefeitura de Maceió;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Maceió
2704401;Major Isidoro;Prefeitura de Major Isidoro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Major Isidoro
2704906;Mar Vermelho;Prefeitura de Mar Vermelho;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Mar Vermelho
2704500;Maragogi;Prefeitura de Maragogi;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Maragogi
2704609;Maravilha;Prefeitura de Maravilha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Maravilha
2704708;Marechal Deodoro;Prefeitura de Marechal Deodoro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Marechal Deodoro
2704807;Maribondo;Prefeitura de Maribondo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Maribondo
2705002;Mata Grande;Prefeitura de Mata Grande;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Mata Grande
2705101;Matriz de Camaragibe;Prefeitura de Matriz de Camaragibe;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Matriz de Camaragibe
2705200;Messias;Prefeitura de Messias;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Messias
2705309;Minador do Negrão;Prefeitura de Minador do Negrão;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Minador do Negrão
2705408;Monteirópolis;Prefeitura de Monteirópolis;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Monteirópolis
2705507;Murici;Prefeitura de Murici;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Murici
2705606;Novo Lino;Prefeitura de Novo Lino;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Novo Lino
2705705;Olho d'Água das Flores;Prefeitura de Olho d'Água das Flores;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Olho d'Água das Flores
2705804;Olho d'Água do Casado;Prefeitura de Olho d'Água do Casado;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Olho d'Água do Casado
2705903;Olho d'Água Grande;Prefeitura de Olho d'Água Grande;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Olho d'Água Grande
2706000;Olivença;Prefeitura de Olivença;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Olivença
2706109;Ouro Branco;Prefeitura de Ouro Branco;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Ouro Branco
2706208;Palestina;Prefeitura de Palestina;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Palestina
2706307;Palmeira dos Índios;Prefeitura de Palmeira dos Índios;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Palmeira dos Índios
2706406;Pão de Açúcar;Prefeitura de Pão de Açúcar;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Pão de Açúcar
2706422;Pariconha;Prefeitura de Pariconha;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Pariconha
2706448;Paripueira;Prefeitura de Paripueira;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Paripueira
2706505;Passo de Camaragibe;Prefeitura de Passo de Camaragibe;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Passo de Camaragibe
2706604;Paulo Jacinto;Prefeitura de Paulo Jacinto;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Paulo Jacinto
2706703;Penedo;Prefeitura de Penedo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Penedo
2706802;Piaçabuçu;Prefeitura de Piaçabuçu;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Piaçabuçu
2706901;Pilar;Prefeitura de Pilar;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Pilar
2707008;Pindoba;Prefeitura de Pindoba;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Pindoba
2707107;Piranhas;Prefeitura de Piranhas;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Piranhas
2707206;Poço das Trincheiras;Prefeitura de Poço das Trincheiras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Poço das Trincheiras
2707305;Porto Calvo;Prefeitura de Porto Calvo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Porto Calvo
2707404;Porto de Pedras;Prefeitura de Porto de Pedras;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Porto de Pedras
2707503;Porto Real do Colégio;Prefeitura de Porto Real do Colégio;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Porto Real do Colégio
2707602;Quebrangulo;Prefeitura de Quebrangulo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Quebrangulo
2707701;Rio Largo;Prefeitura de Rio Largo;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Rio Largo
2707800;Roteiro;Prefeitura de Roteiro;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Roteiro
2707909;Santa Luzia do Norte;Prefeitura de Santa Luzia do Norte;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Santa Luzia do Norte
2708006;Santana do Ipanema;Prefeitura de Santana do Ipanema;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Santana do Ipanema
2708105;Santana do Mundaú;Prefeitura de Santana do Mundaú;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Santana do Mundaú
2708204;São Brás;Prefeitura de São Brás;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Brás
2708303;São José da Laje;Prefeitura de São José da Laje;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São José da Laje
2708402;São José da Tapera;Prefeitura de São José da Tapera;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São José da Tapera
2708501;São Luís do Quitunde;Prefeitura de São Luís do Quitunde;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Luís do Quitunde
2708600;São Miguel dos Campos;Prefeitura de São Miguel dos Campos;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Miguel dos Campos
2708709;São Miguel dos Milagres;Prefeitura de São Miguel dos Milagres;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Miguel dos Milagres
2708808;São Sebastião;Prefeitura de São Sebastião;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de São Sebastião
2708907;Satuba;Prefeitura de Satuba;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Satuba
2708956;Senador Rui Palmeira;Prefeitura de Senador Rui Palmeira;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Senador Rui Palmeira
2709004;Tanque d'Arca;Prefeitura de Tanque d'Arca;NEUTRO;ALTA;PODER PÚBLICO;CNPJ;PESSOA_JURIDICA;P. de Tanque d'Arca
